統合・麻酔・救急医学,1,4,2,麻酔科医の仕事を知ろう,医学研究科,教授,森本
統合・麻酔・救急医学,1,4,3,臨床麻酔の流れを知る−術前から術後まで,医学研究科,教授,森本
統合・麻酔・救急医学,1,5,1,麻酔薬とその関連薬を復習しよう,北大病院,講師,瀧田
統合・麻酔・救急医学,1,5,2,周術期の全身管理を学ぶ（総論−モニタリング、輸液・輸血を含む）,北大病院,助教,森
統合・麻酔・救急医学,1,5,3,実際の周術期管理を学ぶ１（腹部外科・胸部外科・心血管手術）,北大病院,助教,神津
統合・麻酔・救急医学,1,5,4,実際の周術期管理を学ぶ２（脳神経外科・救急・移植医療（脳死判定含む））,北大病院,助教,斉藤
統合・麻酔・救急医学,1,6,1,実際の周術期管理を学ぶ３（小児・妊産婦・高齢者の周術期管理）,北大病院,助教,田中
統合・麻酔・救急医学,1,6,2,麻酔科の臨床は基礎医学の実践の場,北大病院,助教,久野
統合・麻酔・救急医学,1,6,3,集中・救急医療での麻酔科医の役割,北大病院,講師,石川
統合・麻酔・救急医学,1,6,4,アウトドアな麻酔科ライフ−病院外活動のススメ,砂川市立麻酔科,部長,雨森
統合・麻酔・救急医学,1,10,1,痛みについて考えてみよう,医学研究科,教授,森本
統合・麻酔・救急医学,1,10,2,緩和医療と麻酔科医,北大病院,助教,敦賀
統合・麻酔・救急医学,1,10,3,漫画 麻酔科医ハナ を読み解く術・・・一般病院における麻酔科医の役割,天使病院,院長,藤井
統合・麻酔・救急医学,1,10,4,酸素にかかわる治療を勉強しよう,北大病院,助教,長谷
統合・麻酔・救急医学,1,11,1,麻酔科学（侵襲制御医学）の課題と展望,医学研究科,教授,森本
統合・麻酔・救急医学,1,11,2,救急医学概論,医学研究科,特任教授,丸藤
統合・麻酔・救急医学,1,11,3,生体侵襲と生体反応（自然免疫反応）,医学研究科,特任教授,丸藤
統合・麻酔・救急医学,1,11,4,救急症候学　考え方と対処方法,北大病院,特任教授,方波見
統合・麻酔・救急医学,1,12,1,救急診断学・救急治療学、救急処置、救急医事法制,北大病院,特任教授,方波見
統合・麻酔・救急医学,1,12,2,ショック,北大病院,助教,小野
統合・麻酔・救急医学,1,12,3,心肺蘇生法I,北大病院,助教,前川
統合・麻酔・救急医学,1,12,4,心肺蘇生法II,北大病院,助教,前川
統合・麻酔・救急医学,1,13,1,臓器不全I,医学研究科,准教授,澤村
統合・麻酔・救急医学,1,13,2,臓器不全II,北大病院,助教,早川
統合・麻酔・救急医学,1,13,3,臓器不全III,医学研究科,准教授,澤村
統合・麻酔・救急医学,1,13,4,外傷学,北大病院,助教,早川
統合・麻酔・救急医学,1,16,1,外傷学特別講義,市立札幌病院,部長,牧瀬
統合・麻酔・救急医学,1,16,2,ER型救急診療／ドクターヘリ、災害医療特別講義,聖隷三方原病院救急,センター部長,早川達也
統合・麻酔・救急医学,1,16,3,中毒学,北大病院,助教,早川
統合・麻酔・救急医学,1,16,4,環境異常、他,北大病院,助教,早川
