統合・循環器学,10,3,1,循環器学入門〜基礎から臨床から〜,循環器内科,講師,横式尚司
統合・循環器学,10,3,2,理学所見のとり方,循環器内科,助教,三山博史
統合・循環器学,10,3,3,心電図,循環器内科,助教,三山博史
統合・循環器学,10,3,4,胸部X線,循環器内科,講師,納谷昌直
統合・循環器学,10,4,1,心臓核医学,核医学,教授,玉木長良
統合・循環器学,10,4,2,心臓・血管の病理,探索病理学,特任教授,西原広史
統合・循環器学,10,4,3,血圧異常,循環器内科,准教授,石森直樹
統合・循環器学,10,4,4,脳卒中,脳神経外科学,助教,鎧谷武雄
統合・循環器学,10,5,1,心臓・大血管の画像診断,放射線医学,講師,真鍋徳子
統合・循環器学,10,5,2,心エコー,循環器内科,講師,山田聡
統合・循環器学,10,5,3,虚血性心疾患(1),循環器内科,医員,浅川直也
統合・循環器学,10,5,4,虚血性心疾患(2),循環器内科,医員,浅川直也
統合・循環器学,10,6,1,循環器系疾患の薬物療法の基礎,循環器内科,医員,渡邉昌也
統合・循環器学,10,6,2,大血管疾患の外科治療,循環器・呼吸器外科学,助教,大岡智学
統合・循環器学,10,6,3,心臓外科の歴史、弁膜症疾患の外科治療(1),循環器・呼吸器外科学,教授,松居喜郎
統合・循環器学,10,6,4,弁膜症疾患の外科治療(2),循環器・呼吸器外科学,教授,松居喜郎
統合・循環器学,10,7,1,不整脈(1),循環器内科,講師,横式尚司
統合・循環器学,10,7,2,不整脈(2),循環器内科,講師,横式尚司
統合・循環器学,10,7,3,弁膜疾患・心膜疾患・心腫瘍,循環器内科,助教,岩野弘幸
統合・循環器学,10,7,4,末梢血管疾患の外科治療,循環器・呼吸器外科学,助教,新宮康栄
統合・循環器学,10,11,1,先天性心疾患の外科治療(1),循環器・呼吸器外科学,講師,橘剛
統合・循環器学,10,11,2,先天性心疾患の外科治療(2),循環器・呼吸器外科学,講師,橘剛
統合・循環器学,10,11,3,先天性心疾患(1),小児科学,助教,武田充人
統合・循環器学,10,11,4,先天性心疾患(2),小児科学,助教,武田充人
統合・循環器学,10,12,1,虚血性心疾患の外科治療(1),北海道立子供総合医療療育センター,副センター長,大場淳一
統合・循環器学,10,12,2,虚血性心疾患の外科治療(2),北海道立子供総合医療療育センター,副センター長,大場淳一
