統合・血液学,11,7,3,血液学エッセンス,血液内科,教授,豊嶋崇徳
統合・血液学,11,7,4,血液疾患における血液検査、造血系検査法,血液内科,助教,小野澤真弘
統合・血液学,11,8,1,血小板、凝固異常症,血液内科,特任助教,後藤秀樹
統合・血液学,11,8,2,造血幹細胞移植,血液内科,教授,豊嶋崇徳
統合・血液学,11,8,3,小児の血液疾患,小児科,講師,井口晶裕
統合・血液学,11,8,4,貧血（鉄欠乏性貧血、巨赤芽球性貧血、溶血性貧血、遺伝性球状赤血球症、ヘモグロビン異常症など）,血液内科,講師,近藤健
統合・血液学,11,9,1,免疫不全（先天性、後天性）、良性リンパ系疾患（伝染性単核球症、Casleman病など）,検査輸血部,助教,加畑馨
統合・血液学,11,9,2,悪性リンパ腫,保健センター,教授,橋野聡
統合・血液学,11,10,1,骨髄造血不全症（MDS PNH AA 赤芽球癆）,血液内科,講師,遠藤知之
統合・血液学,11,10,2,感染症対策（細菌、真菌、ウイルス、原虫）,血液内科,助教,杉田純一
統合・血液学,11,10,3,多発性骨髄腫、類縁疾患（MGUS マクログロブリン血症）,血液内科,助教,藤本勝也
統合・血液学,11,11,1,急性白血病,血液内科,講師,近藤健
統合・血液学,11,11,2,慢性骨髄増殖性疾患（CML PV ET PMF）,血液内科,講師,近藤健
統合・血液学,11,11,3,輸血と合併症,検査輸血部,助教,加畑馨
統合・血液学,11,11,4,造血発生、造血機構,血液内科,講師,橋本大吾
統合・血液学,11,15,4,試験,,,
